HCHO Value,Date
5.803530712000793e-06,2019-01-02
0.0002362357772653,2019-01-03
6.437245753953118e-05,2019-01-04
5.349707092885017e-05,2019-01-05
0.0001315594859189,2019-01-06
6.269859896976347e-05,2019-01-07
2.298263979970634e-05,2019-01-08
4.74425558334294e-05,2019-01-09
7.190247186715247e-05,2019-01-10
0.0001542091441034,2019-01-11
0.0001406986305217,2019-01-12
0.00011775679272175596,2019-01-13
9.48149549218119e-05,2019-01-14
7.187311712186784e-05,2019-01-15
3.5053075407631695e-05,2019-01-16
0.0001694853136055,2019-01-17
6.0375266285424514e-05,2019-01-20
-7.58294658224229e-05,2019-01-21
3.363791867442001e-05,2019-01-22
0.0001753175803488,2019-01-23
5.2793313875356256e-05,2019-01-24
7.92579220838172e-05,2019-01-25
0.00010572253029227812,2019-01-26
0.00013218713850073906,2019-01-27
0.0001586517467092,2019-01-28
0.0001037720817875,2019-01-29
7.572646223105508e-05,2019-01-30
4.768084267461017e-05,2019-01-31
5.617168790830808e-05,2019-02-01
-1.3768205917585874e-06,2019-02-02
0.0001028843263981,2019-02-03
0.000103548176412,2019-02-04
8.412867361170815e-05,2019-02-05
-2.009600759496182e-06,2019-02-06
0.0001495798303155,2019-02-07
0.0002421511611906,2019-02-08
0.00019227836260569332,2019-02-09
0.00014240556402078663,2019-02-10
9.253276543587998e-05,2019-02-11
0.0001574102690481,2019-02-12
6.523994226828871e-05,2019-02-13
-1.9925786082497594e-05,2019-02-15
8.038732615390482e-05,2019-02-16
0.0001293821304845,2019-02-18
0.0001168615135118,2019-02-19
8.337509543093406e-05,2019-02-20
2.514510513135289e-05,2019-02-21
0.0001425070075459,2019-02-22
0.0001366694245436,2019-02-23
0.0001627625602433,2019-02-24
0.0001543677869547,2019-02-25
0.00015837624940853333,2019-02-26
0.00016238471186236667,2019-02-27
0.0001663931743162,2019-02-28
6.961796332611105e-05,2019-03-01
-2.715724766397789e-05,2019-03-02
0.00020390025829080587,2019-03-05
9.971738595225878e-05,2019-03-06
0.0001356645928779,2019-03-07
9.87355639618488e-05,2019-03-08
7.760127652979272e-05,2019-03-09
5.646698909773664e-05,2019-03-10
0.0001590144307147,2019-03-11
0.0001171489486397,2019-03-12
0.0001924904426754,2019-03-13
0.0002678319367111,2019-03-14
0.0001973485736028,2019-03-15
5.13548232774661e-05,2019-03-16
4.7964975845368626e-05,2019-03-17
4.457512841327116e-05,2019-03-18
0.0002551880668476,2019-03-19
8.954724124801195e-05,2019-03-20
9.882714528895598e-05,2019-03-21
0.0001081070493299,2019-03-22
0.0001883458499592,2019-03-23
0.000171727504349,2019-03-24
0.0001650504145461,2019-03-26
0.0001789494366016,2019-03-27
0.0001818030703527,2019-03-28
4.044847087752865e-05,2019-03-29
-3.0314153493748305e-05,2019-03-30
3.715781228257585e-05,2019-03-31
0.0001046297780589,2019-04-01
8.128573946871756e-05,2019-04-02
6.149668792726311e-05,2019-04-03
9.296972991768896e-05,2019-04-04
0.00012944056792349448,2019-04-05
0.0001659114059293,2019-04-06
0.00015490087839664998,2019-04-07
0.000143890350864,2019-04-08
0.00010296085694172745,2019-04-09
6.20313630194549e-05,2019-04-10
8.426213025813922e-05,2019-04-11
0.0001655760267849,2019-04-12
0.0002243445980376,2019-04-13
0.00020101442767712002,2019-04-14
0.00017768425731664,2019-04-15
0.00015435408695616,2019-04-16
0.00013102391659568002,2019-04-17
0.0001076937462352,2019-04-18
0.0001099456045888,2019-04-19
0.0001121974629424,2019-04-20
0.000114449321296,2019-04-21
0.0001167011796496,2019-04-22
5.12579766773392e-05,2019-04-23
0.0001783669821192,2019-04-24
0.0001805627836243,2019-04-25
0.0001827585851294,2019-04-26
0.0001849543866345,2019-04-27
0.0001871501881396,2019-04-28
0.00017522935145113333,2019-04-29
0.00016330851476266669,2019-04-30
0.0001513876780742,2019-05-01
0.0001190389325680978,2019-05-02
8.669018706199557e-05,2019-05-03
5.434144155589335e-05,2019-05-04
7.521904743490836e-05,2019-05-05
6.477919130672735e-05,2019-05-06
8.903688521043591e-05,2019-05-07
0.0001266048084834,2019-05-08
0.0001186255669854,2019-05-09
8.904187787431491e-05,2019-05-10
2.949114473778149e-05,2019-05-11
4.16907598251222e-05,2019-05-12
6.963729241707653e-05,2019-05-13
9.758382500903084e-05,2019-05-14
0.0001890657581933,2019-05-15
0.0001197343556303,2019-05-16
0.0001049880638621,2019-05-17
0.00010078536097258264,2019-05-18
9.658265808306529e-05,2019-05-19
1.0668271897884551e-05,2019-05-20
0.00023729441454554279,2019-05-22
0.00016044737161608556,2019-05-23
8.360032868662833e-05,2019-05-24
5.2382561264022686e-05,2019-05-25
0.0001127015595865,2019-05-26
0.000110648214343,2019-05-27
0.0001113564054257,2019-05-28
0.0001178916030724,2019-05-29
0.00012442680071909998,2019-05-30
0.0001309619983658,2019-05-31
7.860539060937241e-05,2019-06-01
4.9040530015253865e-05,2019-06-02
1.9475669421135317e-05,2019-06-03
3.093927553111085e-05,2019-06-04
4.240288164108638e-05,2019-06-05
